PCDS,LAT,LONG,pcds_clean
MK42 7HL,52.11068,-0.504531,MK427HL
MK42 7QB,52.10885,-0.4951,MK427QB
MK42 7SX,52.11055,-0.487055,MK427SX
MK42 8BH,52.11983,-0.492057,MK428BH
MK42 8DA,52.11953,-0.493908,MK428DA
MK42 8LP,52.12327,-0.484214,MK428LP
MK42 8QB,52.11818,-0.496553,MK428QB
MK42 8UY,52.12541,-0.496369,MK428UY
MK42 9AP,52.13238,-0.470054,MK429AP
MK42 9HS,52.12567,-0.470255,MK429HS
MK42 9NY,52.12372,-0.466596,MK429NY
MK42 9QZ,52.11608,-0.477652,MK429QZ
MK42 9TW,52.1198,-0.454213,MK429TW
MK43 0LN,52.07187,-0.543982,MK430LN
MK43 0PP,52.04718,-0.548473,MK430PP
MK43 7AU,52.20823,-0.590009,MK437AU
MK43 8TS,52.14218,-0.559755,MK438TS
MK43 9JB,52.1006,-0.526739,MK439JB
MK44 2EE,52.2139,-0.442461,MK442EE
MK44 3AL,52.20112,-0.291247,MK443AL
MK44 3AS,52.19881,-0.311909,MK443AS
MK44 3RZ,52.12579,-0.419982,MK443RZ
MK44 3WH,52.12848,-0.41736,MK443WH
MK45 1AH,52.01005,-0.510406,MK451AH
MK45 1GF,52.01381,-0.507294,MK451GF
MK45 2BX,52.02559,-0.495096,MK452BX
MK45 2NB,52.03316,-0.494594,MK452NB
MK45 3GS,52.08005,-0.481591,MK453GS
MK45 3HT,52.08649,-0.466981,MK453HT
MK45 3NT,52.08166,-0.48447,MK453NT
MK45 4HR,52.00826,-0.410864,MK454HR
MK45 4HS,52.00907,-0.408897,MK454HS
MK45 4SA,51.97096,-0.428503,MK454SA
MK45 5BF,51.99895,-0.460343,MK455BF
MK46 4AR,52.15348,-0.70052,MK464AR
MK46 4BA,52.15301,-0.701001,MK464BA
MK46 4FS,52.16232,-0.699035,MK464FS
MK5 6JG,52.02609,-0.788912,MK56JG
MK5 6LB,52.01569,-0.794016,MK56LB
MK5 7PD,52.0174,-0.779033,MK57PD
MK5 8AG,52.02428,-0.779749,MK58AG
MK5 8FR,52.02682,-0.773747,MK58FR
MK5 8FT,52.02607,-0.77247,MK58FT
MK6 2EW,52.03592,-0.750201,MK62EW
MK6 2PX,52.03367,-0.754462,MK62PX
MK6 3BW,52.02944,-0.723124,MK63BW
MK6 4JH,52.02253,-0.733988,MK64JH
MK6 5DL,52.0216,-0.748822,MK65DL
MK6 5DZ,52.02161,-0.747496,MK65DZ
MK7 6JN,52.03127,-0.699165,MK76JN
MK7 8QN,52.01345,-0.678888,MK78QN
MK7 8RF,52.01551,-0.675359,MK78RF
MK8 0AB,52.02992,-0.799682,MK80AB
MK8 0AJ,52.02742,-0.800114,MK80AJ
MK8 0ES,52.02818,-0.799073,MK80ES
MK8 0NB,52.02468,-0.809384,MK80NB
MK8 0PB,52.02112,-0.810353,MK80PB
MK8 1AP,52.02888,-0.814054,MK81AP
MK8 8DD,52.04407,-0.800105,MK88DD
MK9 1FH,52.03275,-0.770378,MK91FH
MK9 2AH,52.04158,-0.764186,MK92AH
MK9 2FR,52.03528,-0.760497,MK92FR
MK9 2UB,52.03922,-0.760971,MK92UB
MK9 3BN,52.04008,-0.761953,MK93BN
MK9 3EJ,52.04327,-0.760815,MK93EJ
MK9 3HP,52.03962,-0.763016,MK93HP
N1 0QH,51.53551,-0.10532,N10QH
N1 1BA,51.53923,-0.1165,N11BA
N1 1DW,51.54239,-0.117798,N11DW
N1 1XR,51.54433,-0.103612,N11XR
N1 4PF,51.54718,-0.08359,N14PF
N1 5SS,51.53824,-0.081932,N15SS
N1 6EN,51.52908,-0.082736,N16EN
N1 6HD,51.5273,-0.082393,N16HD
N1 6SH,51.53177,-0.079984,N16SH
N1 7BH,51.53656,-0.089977,N17BH
N1 7GU,51.53074,-0.09371,N17GU
N1 9LG,51.5313,-0.1122,N19LG
N10 1LJ,51.59842,-0.14657,N101LJ
N10 1PL,51.59311,-0.14615,N101PL
N10 2JF,51.60424,-0.1446,N102JF
N10 2JS,51.59347,-0.139913,N102JS
N10 2PP,51.60726,-0.146744,N102PP
N11 1EE,51.62411,-0.14925,N111EE
N11 1GN,51.62592,-0.152355,N111GN
N11 2JH,51.61428,-0.125225,N112JH
N12 0BP,51.61367,-0.176324,N120BP
N12 0DD,51.61288,-0.177193,N120DD
N12 0EH,51.61338,-0.176393,N120EH
N12 0ET,51.61086,-0.179296,N120ET
N12 8LY,51.61286,-0.177844,N128LY
N12 8NP,51.61175,-0.179015,N128NP
N12 8NY,51.61039,-0.181366,N128NY
N12 8QA,51.61885,-0.177228,N128QA
N12 8QJ,51.61964,-0.177024,N128QJ
N12 8SD,51.61808,-0.184121,N128SD
N12 9DA,51.61566,-0.174309,N129DA
N12 9QH,51.61554,-0.176335,N129QH
N13 4AE,51.62139,-0.107062,N134AE
N13 4BN,51.62541,-0.111561,N134BN
N13 4BS,51.62265,-0.10532,N134BS
N13 4DU,51.62599,-0.103331,N134DU
N13 4RW,51.61216,-0.115159,N134RW
N13 4TN,51.60917,-0.110358,N134TN
N13 5BS,51.61869,-0.09624,N135BS
N13 5DY,51.61881,-0.092305,N135DY
N13 5LD,51.6175,-0.106647,N135LD
N13 5PA,51.62331,-0.103948,N135PA
N13 5RY,51.62622,-0.098799,N135RY
N13 5TJ,51.6203,-0.106125,N135TJ
N13 5UE,51.61634,-0.109093,N135UE
N14 4NY,51.64225,-0.14036,N144NY
N14 4PY,51.64206,-0.141365,N144PY
N14 5AD,51.63119,-0.12931,N145AD
N14 5BU,51.63325,-0.131537,N145BU
N14 6BN,51.63126,-0.127342,N146BN
N14 6DD,51.62851,-0.130793,N146DD
N14 6LG,51.62387,-0.122821,N146LG
N14 6PW,51.63126,-0.127342,N146PW
N15 4AB,51.58765,-0.085729,N154AB
N15 4AJ,51.58596,-0.071408,N154AJ
N15 4BN,51.58854,-0.070274,N154BN
N15 4DL,51.58524,-0.068638,N154DL
N15 4QL,51.58395,-0.062414,N154QL
N15 4QZ,51.58247,-0.065017,N154QZ
N15 5BN,51.58179,-0.088631,N155BN
N15 5DG,51.58448,-0.080391,N155DG
N16 0QQ,51.56644,-0.086489,N160QQ
N16 0UL,51.56114,-0.082758,N160UL
N16 5DH,51.57375,-0.075561,N165DH
N16 5DN,51.57132,-0.07334,N165DN
N16 5RN,51.57277,-0.075242,N165RN
N16 7TU,51.55402,-0.070638,N167TU
N16 8LQ,51.55186,-0.081576,N168LQ
N17 0AB,51.5997,-0.067621,N170AB
N17 0LT,51.59934,-0.062813,N170LT
N17 0ND,51.60136,-0.06147,N170ND
N17 0SP,51.60486,-0.054173,N170SP
N17 0UR,51.60257,-0.050791,N170UR
N17 6DB,51.58977,-0.083056,N176DB
N17 6SN,51.59586,-0.069011,N176SN
N17 6UZ,51.5961,-0.071903,N176UZ
N17 7NP,51.60824,-0.094135,N177NP
N17 8AA,51.59953,-0.068306,N178AA
N17 8EA,51.60692,-0.071877,N178EA
N17 8EY,51.60723,-0.068399,N178EY
N17 8JL,51.60746,-0.079004,N178JL
N17 9FA,51.59071,-0.068493,N179FA
N17 9JD,51.59263,-0.069436,N179JD
N17 9LJ,51.59019,-0.061123,N179LJ
N17 9QU,51.59217,-0.056433,N179QU
N17 9TA,51.59607,-0.068323,N179TA
N18 1DZ,51.6108,-0.083773,N181DZ
N18 1PE,51.61522,-0.075455,N181PE
N18 2BP,51.61212,-0.061879,N182BP
N18 2EY,51.61744,-0.057723,N182EY
N18 2HA,51.61623,-0.053702,N182HA
N18 2JF,51.61379,-0.06188,N182JF
N18 2NG,51.61958,-0.047347,N182NG
N18 2QT,51.61581,-0.061867,N182QT
N18 2RS,51.60962,-0.064296,N182RS
N18 2TJ,51.61031,-0.06886,N182TJ
N18 3BA,51.619,-0.045219,N183BA
N18 3HT,51.6086,-0.036538,N183HT
N19 3JD,51.56416,-0.129581,N193JD
N19 3TD,51.56606,-0.134553,N193TD
N19 4DR,51.56782,-0.123139,N194DR
N19 4NF,51.56622,-0.122238,N194NF
N19 4RZ,51.5611,-0.126604,N194RZ
N19 5JT,51.56256,-0.138462,N195JT
N19 5SG,51.56469,-0.133931,N195SG
N1C 4AG,51.53348,-0.125043,N1C4AG
N1C 4AQ,51.53873,-0.124452,N1C4AQ
N1C 4BQ,51.53766,-0.127337,N1C4BQ
N2 9PJ,51.58771,-0.16391,N29PJ
N20 0DG,51.62575,-0.15882,N200DG
N20 9BD,51.63345,-0.176542,N209BD
N20 9BH,51.63344,-0.175545,N209BH
N20 9DZ,51.63591,-0.168596,N209DZ
N20 9HR,51.63198,-0.175878,N209HR
N21 2HN,51.63385,-0.093509,N212HN
N21 2PJ,51.62857,-0.088789,N212PJ
N21 3BH,51.62737,-0.093737,N213BH
N22 5HJ,51.603,-0.110239,N225HJ
N22 5NY,51.60069,-0.108905,N225NY
N22 6XJ,51.59464,-0.114701,N226XJ
N22 7DD,51.60147,-0.120656,N227DD
N22 7DE,51.59684,-0.113151,N227DE
N22 7TR,51.59725,-0.110853,N227TR
N22 7TY,51.59705,-0.11229,N227TY
N22 8HF,51.59815,-0.111061,N228HF
N3 1EG,51.60498,-0.197813,N31EG
N3 1EX,51.60674,-0.196285,N31EX
N3 1LQ,51.60539,-0.190577,N31LQ
N3 1NB,51.6071,-0.185728,N31NB
N3 1QB,51.60249,-0.193306,N31QB
N3 1RT,51.59985,-0.19611,N31RT
N3 1TR,51.60003,-0.196666,N31TR
N3 2BS,51.60177,-0.18932,N32BS
N3 2JU,51.59943,-0.193932,N32JU
N3 3RY,51.59608,-0.19984,N33RY
N4 2DN,51.56383,-0.104605,N42DN
N4 3FU,51.56486,-0.10739,N43FU
N4 3JH,51.56511,-0.109184,N43JH
N4 4BY,51.57217,-0.118631,N44BY
N5 2DN,51.55298,-0.091251,N52DN
N6 4AN,51.576,-0.152129,N64AN
N6 5EF,51.57379,-0.131812,N65EF
N6 5RJ,51.57942,-0.132851,N65RJ
N7 0SJ,51.55305,-0.122435,N70SJ
N7 6JD,51.55926,-0.12114,N76JD
N7 7NS,51.56042,-0.114268,N77NS
N7 7PH,51.56049,-0.112809,N77PH
N7 7PX,51.56181,-0.11095,N77PX
N7 8EG,51.55115,-0.114147,N78EG
N7 8GR,51.55131,-0.11365,N78GR
N7 8XF,51.54639,-0.115123,N78XF
N7 9DP,51.54911,-0.120866,N79DP
N8 0QG,51.59102,-0.107358,N80QG
N8 0QJ,51.59153,-0.10621,N80QJ
N8 0SD,51.5856,-0.099961,N80SD
N9 0AH,51.6279,-0.043478,N90AH
N9 0PZ,51.61973,-0.063187,N90PZ
N9 0TZ,51.62416,-0.057899,N90TZ
N9 7HB,51.63437,-0.052549,N97HB
N9 7PP,51.63699,-0.062335,N97PP
N9 7RA,51.63354,-0.054839,N97RA
N9 7RL,51.63581,-0.055392,N97RL
N9 8NZ,51.63339,-0.051998,N98NZ
N9 9TR,51.62328,-0.074218,N99TR
NE1 1EE,54.97102,-1.612535,NE11EE
NE1 2BE,54.97243,-1.592135,NE12BE
NE1 2SW,54.97465,-1.601221,NE12SW
NE1 3DY,54.97133,-1.597505,NE13DY
NE1 4AP,54.96999,-1.620855,NE14AP
NE1 4AQ,54.97078,-1.621254,NE14AQ
NE1 4PA,54.97322,-1.620809,NE14PA
NE10 0DZ,54.95937,-1.581398,NE100DZ
NE10 0JP,54.95271,-1.565088,NE100JP
NE10 8WL,54.94982,-1.535877,NE108WL
NE10 9LR,54.95163,-1.567379,NE109LR
NE11 0DG,54.9364,-1.642521,NE110DG
NE11 0ED,54.93062,-1.617214,NE110ED
NE11 0HF,54.9347,-1.613804,NE110HF
NE11 0HW,54.93213,-1.618073,NE110HW
NE11 0NJ,54.92599,-1.608691,NE110NJ
NE11 0NL,54.93517,-1.616983,NE110NL
NE11 0NQ,54.94337,-1.624367,NE110NQ
NE11 0RQ,54.94357,-1.618855,NE110RQ
NE11 0SR,54.93307,-1.618673,NE110SR
NE11 9AE,54.95517,-1.639434,NE119AE
NE11 9BD,54.95236,-1.64227,NE119BD
NE11 9DJ,54.9616,-1.666801,NE119DJ
NE11 9DR,54.9569,-1.638716,NE119DR
NE11 9EB,54.95761,-1.64466,NE119EB
NE11 9NE,54.94757,-1.633726,NE119NE
NE12 5UJ,55.04232,-1.585058,NE125UJ
NE12 6DX,55.03018,-1.578926,NE126DX
NE12 6DY,55.02852,-1.577895,NE126DY
NE12 6HT,55.03333,-1.555785,NE126HT
NE12 6RU,55.02843,-1.576472,NE126RU
NE12 6SS,55.03593,-1.565159,NE126SS
NE12 8BX,55.02102,-1.576863,NE128BX
NE12 8EG,55.01786,-1.593959,NE128EG
NE12 8YY,55.01707,-1.568131,NE128YY
NE13 9BL,55.03067,-1.650868,NE139BL
NE13 9BW,55.02896,-1.652776,NE139BW
NE15 0NY,54.98839,-1.85094,NE150NY
NE15 6PR,54.97635,-1.659228,NE156PR
NE15 7PY,54.97939,-1.67328,NE157PY
NE15 8LN,54.98131,-1.737562,NE158LN
NE15 8NL,54.98217,-1.744994,NE158NL
NE15 8NZ,54.97064,-1.710607,NE158NZ
NE15 9RY,54.99337,-1.733373,NE159RY
NE16 3BE,54.96272,-1.682972,NE163BE
NE16 3ES,54.95144,-1.675347,NE163ES
NE16 4AL,54.94513,-1.683812,NE164AL
NE16 4EF,54.94566,-1.672662,NE164EF
NE16 4ET,54.94704,-1.666859,NE164ET
NE16 4EZ,54.94659,-1.665957,NE164EZ
NE16 5PD,54.922,-1.677238,NE165PD
NE2 1BP,54.97586,-1.596225,NE21BP
NE20 9NU,55.05026,-1.742966,NE209NU
NE20 9UH,55.05233,-1.742765,NE209UH
NE21 4JR,54.96588,-1.722667,NE214JR
NE21 6AT,54.95151,-1.718409,NE216AT
NE22 5AB,55.12959,-1.5906,NE225AB
NE22 5LB,55.13288,-1.579384,NE225LB
NE22 5PX,55.13415,-1.582837,NE225PX
NE23 1LZ,55.0997,-1.599086,NE231LZ
NE23 7BF,55.06359,-1.581049,NE237BF
NE23 7RZ,55.06528,-1.583176,NE237RZ
NE23 8AD,55.08989,-1.615306,NE238AD
NE23 8JT,55.08563,-1.614469,NE238JT
NE24 1DX,55.12788,-1.51495,NE241DX
NE24 1NW,55.13163,-1.518167,NE241NW
NE24 2AS,55.12882,-1.504117,NE242AS
NE24 2BU,55.12682,-1.506212,NE242BU
NE24 3AF,55.12698,-1.500486,NE243AF
NE24 3QL,55.11119,-1.50722,NE243QL
NE26 1AP,55.04567,-1.443795,NE261AP
NE26 1PU,55.04779,-1.451951,NE261PU
NE26 2AA,55.0424,-1.442636,NE262AA
NE26 2RQ,55.0443,-1.442515,NE262RQ
NE26 3QR,55.045,-1.451723,NE263QR
NE27 0BY,55.02542,-1.511448,NE270BY
NE27 0ND,55.0227,-1.521789,NE270ND
NE27 0QQ,55.02256,-1.512906,NE270QQ
NE28 6EH,54.98885,-1.531379,NE286EH
NE28 7AT,54.99192,-1.526467,NE287AT
NE28 7RP,54.99181,-1.528,NE287RP
NE28 9NX,55.0137,-1.498157,NE289NX
NE28 9NZ,55.01568,-1.501417,NE289NZ
NE28 9RJ,55.00632,-1.52056,NE289RJ
NE29 6DE,54.99697,-1.464977,NE296DE
NE29 6QP,55.00722,-1.446156,NE296QP
NE29 6RP,55.00771,-1.448886,NE296RP
NE29 6UR,55.00373,-1.459165,NE296UR
NE29 7ST,55.00966,-1.490952,NE297ST
NE29 7TN,55.00462,-1.477617,NE297TN
NE29 8DZ,55.02116,-1.491823,NE298DZ
NE29 8NH,55.02525,-1.467353,NE298NH
NE3 1DG,55.00749,-1.603226,NE31DG
NE3 1HN,55.0085,-1.620588,NE31HN
NE3 1SZ,55.00367,-1.599997,NE31SZ
NE3 3JX,55.0078,-1.651396,NE33JX
NE3 3LZ,54.97559,-1.608929,NE33LZ
NE3 3NA,55.01279,-1.642846,NE33NA
NE3 3PF,55.0112,-1.623643,NE33PF
NE3 4BU,54.99915,-1.654441,NE34BU
NE3 4PE,54.99571,-1.629743,NE34PE
NE30 1AR,55.00875,-1.444024,NE301AR
NE30 2BF,55.01606,-1.441437,NE302BF
NE30 3RN,55.02603,-1.453687,NE303RN
NE30 4NT,55.03196,-1.431532,NE304NT
NE31 2RG,54.96764,-1.505275,NE312RG
NE32 3DT,54.98501,-1.502014,NE323DT
NE32 4PR,54.9528,-1.483629,NE324PR
NE32 5AB,54.9687,-1.494156,NE325AB
NE32 5BR,54.97173,-1.492446,NE325BR
NE33 1LN,55.00188,-1.435818,NE331LN
NE33 1SA,54.98929,-1.440777,NE331SA
NE33 2QU,54.99654,-1.426593,NE332QU
NE33 2RL,54.99498,-1.429116,NE332RL
NE33 5RD,54.99122,-1.436718,NE335RD
NE34 0AB,54.97901,-1.44506,NE340AB
NE34 0NN,54.97277,-1.436804,NE340NN
NE34 0TE,54.96895,-1.44423,NE340TE
NE34 9FB,54.96892,-1.45365,NE349FB
NE34 9TQ,54.96242,-1.439823,NE349TQ
NE35 9PE,54.9437,-1.470805,NE359PE
NE35 9PF,54.94307,-1.471172,NE359PF
NE36 0RY,54.94643,-1.440233,NE360RY
NE37 2AG,54.90953,-1.521756,NE372AG
NE37 3EU,54.91289,-1.516678,NE373EU
NE38 7NZ,54.89487,-1.510501,NE387NZ
NE38 8FA,54.89565,-1.500529,NE388FA
NE38 9ET,54.87967,-1.550725,NE389ET
NE39 2DB,54.92189,-1.771178,NE392DB
NE4 6UT,54.97348,-1.64374,NE46UT
NE4 7YA,54.96268,-1.647801,NE47YA
NE4 7YL,54.96121,-1.644612,NE47YL
NE4 8AW,54.96606,-1.654222,NE48AW
NE4 9LU,54.97754,-1.660999,NE49LU
NE4 9PQ,54.97453,-1.649417,NE49PQ
NE4 9YH,54.98269,-1.657159,NE49YH
NE4 9YL,54.98284,-1.656455,NE49YL
NE42 5PU,54.96136,-1.852241,NE425PU
NE42 6JT,54.95712,-1.867841,NE426JT
NE43 7BG,54.95331,-1.88506,NE437BG
NE45 5SB,54.96627,-2.020362,NE455SB
NE46 1HN,54.97024,-2.088501,NE461HN
NE46 1XD,54.9711,-2.099719,NE461XD
NE46 2DE,54.96872,-2.110772,NE462DE
NE46 2EE,54.96933,-2.105619,NE462EE
NE46 3PU,54.97533,-2.102994,NE463PU
NE46 4DQ,54.97904,-2.08788,NE464DQ
NE47 9PX,54.90132,-2.2492,NE479PX
NE5 1NB,55.00312,-1.695539,NE51NB
NE5 2FN,54.98991,-1.697514,NE52FN
NE5 3BQ,54.99382,-1.65791,NE53BQ
NE5 3TD,54.9971,-1.672747,NE53TD
NE6 1AB,54.97094,-1.581106,NE61AB
NE6 1TW,54.96638,-1.573766,NE61TW
NE6 2HL,54.97015,-1.581302,NE62HL
NE6 3BT,54.97571,-1.548311,NE63BT
NE6 5LQ,54.98828,-1.57741,NE65LQ
NE6 5XB,54.99425,-1.563,NE65XB
NE61 2DB,55.1542,-1.68841,NE612DB
NE61 2EF,55.15361,-1.684523,NE612EF
NE61 2GJ,55.17509,-1.685499,NE612GJ
NE61 5LF,55.23132,-1.533771,NE615LF
NE63 0ET,55.17754,-1.564562,NE630ET
NE63 8QZ,55.18492,-1.582291,NE638QZ
NE63 8UG,55.17204,-1.568735,NE638UG
NE63 9JZ,55.1872,-1.566404,NE639JZ
NE63 9UN,55.18391,-1.569455,NE639UN
NE64 6JG,55.18968,-1.518723,NE646JG
NE65 0DT,55.33334,-1.581757,NE650DT
NE66 2ER,55.39753,-1.687244,NE662ER
NE66 2GD,55.39769,-1.692058,NE662GD
NE70 7QB,55.59787,-1.832171,NE707QB
NE8 1AN,54.96395,-1.605746,NE81AN
NE8 1HH,54.95941,-1.603557,NE81HH
NE8 1PQ,54.96298,-1.607099,NE81PQ
NE8 3AH,54.96609,-1.587639,NE83AH
NE8 3HU,54.95891,-1.598018,NE83HU
NE8 4AF,54.94563,-1.618757,NE84AF
NE9 6RR,54.93449,-1.578862,NE96RR
NE9 7AN,54.92944,-1.561094,NE97AN
NE9 7TG,54.91763,-1.58885,NE97TG
NG1 1HN,52.95067,-1.14424,NG11HN
NG1 1JU,52.95257,-1.141746,NG11JU
NG1 1LP,52.95292,-1.143168,NG11LP
NG1 3LY,52.95683,-1.144714,NG13LY
NG1 4EE,52.95958,-1.150882,NG14EE
NG1 5AQ,52.95404,-1.157957,NG15AQ
NG1 5HQ,52.95665,-1.156715,NG15HQ
NG1 6BJ,52.95092,-1.152168,NG16BJ
NG1 7AQ,52.95129,-1.149675,NG17AQ
NG1 7AS,52.95155,-1.149849,NG17AS
NG10 1HH,52.89814,-1.270338,NG101HH
NG10 1LU,52.89988,-1.272866,NG101LU
NG10 1NL,52.90139,-1.273361,NG101NL
NG10 2DF,52.89659,-1.264656,NG102DF
NG10 4BD,52.90513,-1.288925,NG104BD
NG10 4DD,52.90429,-1.295629,NG104DD
NG10 4JE,52.91169,-1.284372,NG104JE
NG10 4LS,52.90187,-1.281441,NG104LS
NG10 5HE,52.91993,-1.302233,NG105HE
NG10 5JG,52.92378,-1.291074,NG105JG
NG11 6DX,52.89131,-1.148544,NG116DX
NG11 6LA,52.8929,-1.147145,NG116LA
NG11 6NH,52.88704,-1.144362,NG116NH
NG11 8BF,52.89845,-1.193463,NG118BF
NG11 8EX,52.91053,-1.172197,NG118EX
NG11 8PY,52.90184,-1.166119,NG118PY
NG11 8QS,52.90025,-1.196373,NG118QS
NG11 9EB,52.89392,-1.181908,NG119EB
NG11 9JA,52.90007,-1.189225,NG119JA
NG11 9LX,52.90208,-1.181115,NG119LX
NG12 1AF,52.94976,-1.035592,NG121AF
NG12 2HY,52.94926,-1.01621,NG122HY
NG12 2LG,52.92985,-1.082182,NG122LG
NG12 2NL,52.94464,-1.006388,NG122NL
NG12 3BE,52.90768,-0.990446,NG123BE
NG12 3JG,52.91009,-1.039045,NG123JG
NG12 4BD,52.91486,-1.111856,NG124BD
NG12 4DG,52.90361,-1.12612,NG124DG
NG12 4JD,52.90652,-1.126969,NG124JD
NG12 5JY,52.87294,-1.096546,NG125JY
NG13 8FB,52.95219,-0.956604,NG138FB
NG13 8JB,52.98882,-0.928326,NG138JB
NG13 8NH,52.97965,-0.965073,NG138NH
NG13 8SQ,52.95164,-0.974494,NG138SQ
NG14 5GF,52.99119,-1.030751,NG145GF
NG14 5JX,52.96827,-1.060582,NG145JX
NG14 6FN,53.03732,-1.084034,NG146FN
NG14 7BS,53.01904,-1.014877,NG147BS
NG15 0BS,53.07105,-1.224079,NG150BS
NG15 0DT,53.07083,-1.256262,NG150DT
NG15 0ED,53.06906,-1.257233,NG150ED
NG15 0HT,53.07053,-1.254775,NG150HT
NG15 6NT,53.03257,-1.228573,NG156NT
NG15 6UW,53.0354,-1.217084,NG156UW
NG15 6UY,53.04171,-1.212927,NG156UY
NG15 6XD,53.01972,-1.224732,NG156XD
NG15 7DR,53.04052,-1.209041,NG157DR
NG15 7NH,53.03427,-1.207172,NG157NH
NG15 7PF,53.03102,-1.191649,NG157PF
NG15 7SW,53.02574,-1.193656,NG157SW
NG15 7TN,53.04053,-1.196408,NG157TN
NG15 8JL,53.04962,-1.214335,NG158JL
NG16 2JW,53.00088,-1.259105,NG162JW
NG16 3AQ,53.01865,-1.308068,NG163AQ
NG16 3LD,53.01586,-1.302418,NG163LD
NG17 1ES,53.12286,-1.267335,NG171ES
NG17 1ET,53.11908,-1.269371,NG171ET
NG17 1JS,53.11156,-1.287739,NG171JS
NG17 2AX,53.12735,-1.266646,NG172AX
NG17 2DB,53.12773,-1.27045,NG172DB
NG17 2DR,53.13497,-1.266979,NG172DR
NG17 3FW,53.1375,-1.278372,NG173FW
NG17 3JU,53.14527,-1.271783,NG173JU
NG17 4FS,53.12821,-1.256453,NG174FS
NG17 4FU,53.13025,-1.254669,NG174FU
NG17 5GA,53.12146,-1.251833,NG175GA
NG17 5LG,53.11403,-1.247569,NG175LG
NG17 7AQ,53.09938,-1.246764,NG177AQ
NG17 8LU,53.09473,-1.276339,NG178LU
NG17 8RL,53.09182,-1.248972,NG178RL
NG18 1AE,53.14386,-1.194647,NG181AE
NG18 1AH,53.14088,-1.192744,NG181AH
NG18 1JG,53.14344,-1.196314,NG181JG
NG18 2AE,53.14807,-1.19569,NG182AE
NG18 2AF,53.14983,-1.193922,NG182AF
NG18 2AH,53.14892,-1.193865,NG182AH
NG18 2RE,53.13889,-1.192184,NG182RE
NG18 2TB,53.1398,-1.192884,NG182TB
NG18 3GZ,53.13457,-1.161159,NG183GZ
NG18 4BW,53.12952,-1.189848,NG184BW
NG18 5BR,53.13144,-1.210677,NG185BR
NG18 5ET,53.1387,-1.213235,NG185ET
NG19 0HX,53.15128,-1.152355,NG190HX
NG19 0JB,53.15977,-1.136963,NG190JB
NG19 6FD,53.15363,-1.209583,NG196FD
NG19 6QG,53.14005,-1.224063,NG196QG
NG19 7AD,53.14927,-1.200362,NG197AD
NG19 7DW,53.16193,-1.220483,NG197DW
NG19 7EL,53.15506,-1.211725,NG197EL
NG19 7FE,53.16171,-1.201956,NG197FE
NG19 7JY,53.16088,-1.222551,NG197JY
NG19 7JZ,53.16082,-1.220145,NG197JZ
NG19 7LA,53.15939,-1.225181,NG197LA
NG19 7TJ,53.16754,-1.238557,NG197TJ
NG19 8AB,53.16398,-1.197143,NG198AB
NG19 8BA,53.16594,-1.192409,NG198BA
NG19 8ER,53.1659,-1.194519,NG198ER
NG19 9QH,53.16283,-1.200679,NG199QH
NG2 1AG,52.94778,-1.152155,NG21AG
NG2 3NG,52.94817,-1.144602,NG23NG
NG2 5BN,52.93846,-1.118902,NG25BN
NG2 5FT,52.93925,-1.130388,NG25FT
NG2 5LN,52.92994,-1.125635,NG25LN
NG2 6AB,52.93516,-1.131764,NG26AB
NG2 6BJ,52.93779,-1.13131,NG26BJ
NG2 6DD,52.92625,-1.124103,NG26DD
NG2 6GP,52.92258,-1.112828,NG26GP
NG2 6UG,52.92132,-1.110712,NG26UG
NG2 7AG,52.92639,-1.133888,NG27AG
NG2 7JX,52.93093,-1.13716,NG27JX
NG2 7PL,52.93539,-1.133396,NG27PL
NG2 7TA,52.93224,-1.138994,NG27TA
NG20 8RX,53.19679,-1.210182,NG208RX
NG20 8XR,53.2103,-1.186575,NG208XR
NG21 0HJ,53.13018,-1.143429,NG210HJ
NG21 0RS,53.10289,-1.117504,NG210RS
NG21 9FA,53.16889,-1.120594,NG219FA
NG22 0HT,53.23135,-0.890882,NG220HT
NG22 0RS,53.26711,-0.891382,NG220RS
NG22 8LS,53.11822,-1.022892,NG228LS
NG22 8QP,53.13869,-1.03509,NG228QP
NG22 9FE,53.20093,-1.008078,NG229FE
NG22 9FF,53.2005,-1.009032,NG229FF
NG22 9PL,53.20401,-1.008502,NG229PL
NG22 9QD,53.20736,-0.992897,NG229QD
NG23 5DJ,52.99667,-0.758761,NG235DJ
NG23 5JR,53.00382,-0.761805,NG235JR
NG23 6LQ,53.17795,-0.84957,NG236LQ
NG23 6QJ,53.18464,-0.81569,NG236QJ
NG24 1BS,53.07991,-0.815817,NG241BS
NG24 1EZ,53.07907,-0.809018,NG241EZ
NG24 1HD,53.08066,-0.807675,NG241HD
NG24 1JR,53.07686,-0.806571,NG241JR
NG24 1UB,53.07531,-0.808629,NG241UB
NG24 2AB,53.08815,-0.798032,NG242AB
NG24 2GU,53.07279,-0.771323,NG242GU
NG24 2TN,53.07737,-0.792047,NG242TN
NG24 2TQ,53.08971,-0.785684,NG242TQ
NG24 2TT,53.07958,-0.793941,NG242TT
NG24 4FH,53.06196,-0.802909,NG244FH
NG25 0LW,53.07229,-0.959376,NG250LW
NG3 1LJ,52.9586,-1.137727,NG31LJ
NG3 2DG,52.95456,-1.136378,NG32DG
NG3 2EG,52.95685,-1.132849,NG32EG
NG3 2ET,52.95614,-1.133593,NG32ET
